id,taxonomia,r_p_v_e,intensidad,alcaldia,entidad,area_m2,perime_m,intens_num,int2
1364,Temperaturas máximas,Peligro,Alto,Coyoacán,Ciudad de México,526640.5819,3218.441669,34 a 37.6,4
1373,Temperaturas máximas,Peligro,Medio,Coyoacán,Ciudad de México,282602.2453,2551.224575,30 a 33.9,3
1393,Temperaturas máximas,Peligro,Medio,Azcapotzalco,Ciudad de México,313661.6293,2596.975804,30 a 33.9,3
1402,Temperaturas máximas,Peligro,Alto,Iztacalco,Ciudad de México,1629848.358,5909.10034,34 a 37.6,4
1413,Temperaturas máximas,Peligro,Alto,Gustavo A. Madero,Ciudad de México,267155.099,2335.193651,34 a 37.6,4
1414,Temperaturas máximas,Peligro,Alto,Gustavo A. Madero,Ciudad de México,137484.9445,1753.723791,34 a 37.6,4
1432,Temperaturas máximas,Peligro,Medio,Coyoacán,Ciudad de México,30972.15033,777.4547608,30 a 33.9,3
1435,Temperaturas máximas,Peligro,Alto,Gustavo A. Madero,Ciudad de México,198052.715,2776.658781,34 a 37.6,4
1451,Temperaturas máximas,Peligro,Medio,Coyoacán,Ciudad de México,64121.11028,1450.599056,30 a 33.9,3
1462,Temperaturas máximas,Peligro,Medio,Gustavo A. Madero,Ciudad de México,376911.5148,2628.693959,30 a 33.9,3
1468,Temperaturas máximas,Peligro,Medio,Gustavo A. Madero,Ciudad de México,222523.9501,2288.086741,30 a 33.9,3
1469,Temperaturas máximas,Peligro,Medio,Gustavo A. Madero,Ciudad de México,350410.7086,3313.433734,30 a 33.9,3
1485,Temperaturas máximas,Peligro,Alto,Iztapalapa,Ciudad de México,419323.0001,2997.650252,34 a 37.6,4
1496,Temperaturas máximas,Peligro,Medio,Coyoacán,Ciudad de México,226921.7447,3058.568439,30 a 33.9,3
1543,Temperaturas máximas,Peligro,Alto,Coyoacán,Ciudad de México,212336.9804,2180.297128,34 a 37.6,4
1552,Temperaturas máximas,Peligro,Medio,Azcapotzalco,Ciudad de México,330591.9628,2798.571038,30 a 33.9,3
1554,Temperaturas máximas,Peligro,Medio,Gustavo A. Madero,Ciudad de México,120574.6558,1828.060432,30 a 33.9,3
1600,Temperaturas máximas,Peligro,Medio,Milpa Alta,Ciudad de México,574147.2796,4448.716873,30 a 33.9,3
1607,Temperaturas máximas,Peligro,Medio,La Magdalena Contreras,Ciudad de México,185663.7739,2332.657987,30 a 33.9,3
1612,Temperaturas máximas,Peligro,Medio,La Magdalena Contreras,Ciudad de México,70351.65396,1152.522296,30 a 33.9,3
1622,Temperaturas máximas,Peligro,Alto,Coyoacán,Ciudad de México,171504.8011,2233.630133,34 a 37.6,4
1623,Temperaturas máximas,Peligro,Alto,Coyoacán,Ciudad de México,390396.8204,3387.515114,34 a 37.6,4
1638,Temperaturas máximas,Peligro,Alto,Iztapalapa,Ciudad de México,179648.0576,1780.77567,34 a 37.6,4
1651,Temperaturas máximas,Peligro,Alto,Iztapalapa,Ciudad de México,174813.0891,2175.941131,34 a 37.6,4
1654,Temperaturas máximas,Peligro,Medio,Milpa Alta,Ciudad de México,1243672.874,6223.298068,30 a 33.9,3
1670,Temperaturas máximas,Peligro,Medio,La Magdalena Contreras,Ciudad de México,420544.9228,2701.359786,30 a 33.9,3
1674,Temperaturas máximas,Peligro,Medio,La Magdalena Contreras,Ciudad de México,214634.7537,2414.266367,30 a 33.9,3
1680,Temperaturas máximas,Peligro,Medio,Azcapotzalco,Ciudad de México,191779.0159,1972.712226,30 a 33.9,3
1698,Temperaturas máximas,Peligro,Medio,Cuajimalpa de Morelos,Ciudad de México,702021.71,4704.759984,30 a 33.9,3
1717,Temperaturas máximas,Peligro,Medio,Azcapotzalco,Ciudad de México,48626.66693,1108.528984,30 a 33.9,3
1740,Temperaturas máximas,Peligro,Medio,Gustavo A. Madero,Ciudad de México,201347.8477,2275.132845,30 a 33.9,3
1754,Temperaturas máximas,Peligro,Alto,Coyoacán,Ciudad de México,143640.0432,1806.450093,34 a 37.6,4
1787,Temperaturas máximas,Peligro,Alto,Cuauhtémoc,Ciudad de México,361654.6695,2437.137766,34 a 37.6,4
1932,Temperaturas máximas,Peligro,Alto,Cuauhtémoc,Ciudad de México,280130.811,2206.096046,34 a 37.6,4
1966,Temperaturas máximas,Peligro,Alto,Miguel Hidalgo,Ciudad de México,64304.41431,1514.058609,34 a 37.6,4
12,Temperaturas máximas,Peligro,Alto,Benito Juárez,Ciudad de México,159743.594,1937.902239,34 a 37.6,4
2021,Temperaturas máximas,Peligro,Medio,Gustavo A. Madero,Ciudad de México,196842.9031,2009.755952,30 a 33.9,3
2027,Temperaturas máximas,Peligro,Alto,Gustavo A. Madero,Ciudad de México,296766.7208,2461.453927,34 a 37.6,4
2047,Temperaturas máximas,Peligro,Alto,Cuauhtémoc,Ciudad de México,202360.6448,2190.992761,34 a 37.6,4
2053,Temperaturas máximas,Peligro,Medio,Cuauhtémoc,Ciudad de México,186236.1144,2101.001537,30 a 33.9,3
2066,Temperaturas máximas,Peligro,Alto,Cuauhtémoc,Ciudad de México,288304.1266,2793.81657,34 a 37.6,4
2101,Temperaturas máximas,Peligro,Alto,Gustavo A. Madero,Ciudad de México,163342.3903,1782.810611,34 a 37.6,4
2123,Temperaturas máximas,Peligro,Medio,Gustavo A. Madero,Ciudad de México,154335.7305,1809.417546,30 a 33.9,3
2182,Temperaturas máximas,Peligro,Alto,Cuauhtémoc,Ciudad de México,215700.9996,1886.711162,34 a 37.6,4
2185,Temperaturas máximas,Peligro,Alto,Cuauhtémoc,Ciudad de México,178385.2802,1711.063232,34 a 37.6,4
2199,Temperaturas máximas,Peligro,Alto,Gustavo A. Madero,Ciudad de México,635512.5527,4016.372446,34 a 37.6,4
2200,Temperaturas máximas,Peligro,Medio,Gustavo A. Madero,Ciudad de México,286208.1903,2330.004736,30 a 33.9,3
2240,Temperaturas máximas,Peligro,Alto,Iztacalco,Ciudad de México,196633.6898,1998.971267,34 a 37.6,4
2248,Temperaturas máximas,Peligro,Alto,Cuauhtémoc,Ciudad de México,105352.0984,1641.596591,34 a 37.6,4
2276,Temperaturas máximas,Peligro,Alto,Cuauhtémoc,Ciudad de México,224135.5096,2060.832462,34 a 37.6,4
2278,Temperaturas máximas,Peligro,Alto,Miguel Hidalgo,Ciudad de México,2895652.782,9081.45286,34 a 37.6,4
2305,Temperaturas máximas,Peligro,Medio,Venustiano Carranza,Ciudad de México,223050.865,3247.717457,30 a 33.9,3
2325,Temperaturas máximas,Peligro,Medio,Venustiano Carranza,Ciudad de México,337229.3341,3271.9919,30 a 33.9,3
2331,Temperaturas máximas,Peligro,Alto,Miguel Hidalgo,Ciudad de México,39478.89981,879.9929151,34 a 37.6,4
2333,Temperaturas máximas,Peligro,Alto,Venustiano Carranza,Ciudad de México,445157.4265,2859.964336,34 a 37.6,4
2340,Temperaturas máximas,Peligro,Alto,Miguel Hidalgo,Ciudad de México,691897.7468,3964.008024,34 a 37.6,4
2352,Temperaturas máximas,Peligro,Alto,Miguel Hidalgo,Ciudad de México,227097.1193,2877.801971,34 a 37.6,4
2358,Temperaturas máximas,Peligro,Alto,Venustiano Carranza,Ciudad de México,370351.4622,3016.01499,34 a 37.6,4
2397,Temperaturas máximas,Peligro,Alto,Miguel Hidalgo,Ciudad de México,80219.41918,1666.119093,34 a 37.6,4
2401,Temperaturas máximas,Peligro,Medio,Venustiano Carranza,Ciudad de México,172972.4198,2178.1306,30 a 33.9,3
2425,Temperaturas máximas,Peligro,Alto,Venustiano Carranza,Ciudad de México,151912.6177,1803.495003,34 a 37.6,4
2437,Temperaturas máximas,Peligro,Bajo,Álvaro Obregón,Ciudad de México,26099559.8,33539.55216,26 a 29.9,2
2444,,,,,,,,,
.241804660587913], 19.242181780587874], [-99.07970241999998, 19.24242409058785], 19.24258960058789], [-99.07935390999994, 19.242654650587948], [-99.07925016999997, 19.242725630587742], [-99.07901364999992
2002,Temperaturas máximas,Peligro,Alto,Cuauhtémoc,Ciudad de México,59836.02694,1195.962559,34 a 37.6,4
2003,Temperaturas máximas,Peligro,Alto,Cuauhtémoc,Ciudad de México,38889.35513,876.5847445,34 a 37.6,4
2044,Temperaturas máximas,Peligro,Alto,Cuauhtémoc,Ciudad de México,324064.2984,2346.235468,34 a 37.6,4
2048,Temperaturas máximas,Peligro,Alto,Cuauhtémoc,Ciudad de México,210390.8716,2007.797793,34 a 37.6,4
406,Temperaturas máximas,Peligro,Alto,Álvaro Obregón,Ciudad de México,168187.6583,1656.41637,34 a 37.6,4
426,Temperaturas máximas,Peligro,Medio,Tlalpan,Ciudad de México,322923.7877,2656.545505,30 a 33.9,3
429,Temperaturas máximas,Peligro,Medio,Tlalpan,Ciudad de México,246784.3493,1903.725402,30 a 33.9,3
462,Temperaturas máximas,Peligro,Alto,Álvaro Obregón,Ciudad de México,240024.4732,2384.059497,34 a 37.6,4
508,Temperaturas máximas,Peligro,Medio,Álvaro Obregón,Ciudad de México,1431617.646,9165.705561,30 a 33.9,3
512,Temperaturas máximas,Peligro,Medio,Tláhuac,Ciudad de México,92600.62865,1287.882092,30 a 33.9,3
514,Temperaturas máximas,Peligro,Medio,Tláhuac,Ciudad de México,119472.71,2099.930674,30 a 33.9,3
548,Temperaturas máximas,Peligro,Medio,Tláhuac,Ciudad de México,395016.1981,3006.232066,30 a 33.9,3
558,Temperaturas máximas,Peligro,Alto,Álvaro Obregón,Ciudad de México,31452.76586,707.219623,34 a 37.6,4
562,Temperaturas máximas,Peligro,Medio,Tlalpan,Ciudad de México,207223.8033,2524.366702,30 a 33.9,3
574,Temperaturas máximas,Peligro,Medio,Milpa Alta,Ciudad de México,77092.06857,1134.042656,30 a 33.9,3
583,Temperaturas máximas,Peligro,Medio,Álvaro Obregón,Ciudad de México,492400.587,4519.892365,30 a 33.9,3
606,Temperaturas máximas,Peligro,Medio,Milpa Alta,Ciudad de México,164881.9771,1745.122729,30 a 33.9,3
651,Temperaturas máximas,Peligro,Alto,Iztapalapa,Ciudad de México,971971.0845,5388.48347,34 a 37.6,4
660,Temperaturas máximas,Peligro,Alto,Álvaro Obregón,Ciudad de México,555974.6478,3704.498764,34 a 37.6,4
685,Temperaturas máximas,Peligro,Medio,Iztacalco,Ciudad de México,251552.4477,2551.718912,30 a 33.9,3
686,Temperaturas máximas,Peligro,Alto,Iztacalco,Ciudad de México,205101.894,1936.355097,34 a 37.6,4
694,Temperaturas máximas,Peligro,Alto,Iztapalapa,Ciudad de México,36661.11458,1012.761031,34 a 37.6,4
702,Temperaturas máximas,Peligro,Alto,Iztapalapa,Ciudad de México,232473.7123,3196.796076,34 a 37.6,4
704,Temperaturas máximas,Peligro,Alto,Iztapalapa,Ciudad de México,276458.8356,2283.397263,34 a 37.6,4
742,Temperaturas máximas,Peligro,Medio,Iztacalco,Ciudad de México,265676.7472,3135.252037,30 a 33.9,3
762,Temperaturas máximas,Peligro,Alto,Iztapalapa,Ciudad de México,68788.73489,1328.593068,34 a 37.6,4
778,Temperaturas máximas,Peligro,Alto,Iztapalapa,Ciudad de México,121032.7846,1593.717321,34 a 37.6,4
792,Temperaturas máximas,Peligro,Alto,Iztapalapa,Ciudad de México,206814.3605,2431.657677,34 a 37.6,4
831,Temperaturas máximas,Peligro,Medio,Iztacalco,Ciudad de México,213692.5295,2581.489515,30 a 33.9,3
834,Temperaturas máximas,Peligro,Alto,Iztapalapa,Ciudad de México,132262.9717,1809.752879,34 a 37.6,4
852,Temperaturas máximas,Peligro,Alto,Iztapalapa,Ciudad de México,276077.0046,2453.121376,34 a 37.6,4
867,Temperaturas máximas,Peligro,Alto,Iztapalapa,Ciudad de México,196949.1248,1914.642045,34 a 37.6,4
900,Temperaturas máximas,Peligro,Alto,Iztapalapa,Ciudad de México,198555.9068,2326.921288,34 a 37.6,4
925,Temperaturas máximas,Peligro,Medio,Iztapalapa,Ciudad de México,227978.0174,1984.381342,30 a 33.9,3
972,Temperaturas máximas,Peligro,Alto,Iztapalapa,Ciudad de México,242609.291,2653.733614,34 a 37.6,4
975,Temperaturas máximas,Peligro,Alto,Iztapalapa,Ciudad de México,180190.8973,1886.554705,34 a 37.6,4
978,Temperaturas máximas,Peligro,Alto,Iztapalapa,Ciudad de México,183371.0986,1775.725811,34 a 37.6,4
984,Temperaturas máximas,Peligro,Alto,Iztapalapa,Ciudad de México,118590.9283,1536.651493,34 a 37.6,4
989,Temperaturas máximas,Peligro,Alto,Iztapalapa,Ciudad de México,86151.38197,1230.729932,34 a 37.6,4
991,Temperaturas máximas,Peligro,Alto,Iztapalapa,Ciudad de México,136670.316,1989.039394,34 a 37.6,4
1037,Temperaturas máximas,Peligro,Medio,Tlalpan,Ciudad de México,684947.7299,4658.259318,30 a 33.9,3
1042,Temperaturas máximas,Peligro,Alto,Iztapalapa,Ciudad de México,217803.7423,2969.208195,34 a 37.6,4
1044,Temperaturas máximas,Peligro,Medio,Tlalpan,Ciudad de México,815353.6047,3830.36058,30 a 33.9,3
1055,Temperaturas máximas,Peligro,Medio,Tlalpan,Ciudad de México,164532.3242,1719.937152,30 a 33.9,3
1095,Temperaturas máximas,Peligro,Alto,Iztacalco,Ciudad de México,251232.8455,2586.915786,34 a 37.6,4
1098,Temperaturas máximas,Peligro,Medio,Tlalpan,Ciudad de México,361378.6666,3268.655756,30 a 33.9,3
1108,Temperaturas máximas,Peligro,Medio,Tlalpan,Ciudad de México,608497.6217,5760.70205,30 a 33.9,3
1122,Temperaturas máximas,Peligro,Medio,Tlalpan,Ciudad de México,273182.5121,2343.614059,30 a 33.9,3
1181,Temperaturas máximas,Peligro,Medio,Azcapotzalco,Ciudad de México,339625.1345,2511.883538,30 a 33.9,3
1187,Temperaturas máximas,Peligro,Alto,Coyoacán,Ciudad de México,360003.523,3572.036457,34 a 37.6,4
1204,Temperaturas máximas,Peligro,Alto,Gustavo A. Madero,Ciudad de México,267629.2331,2582.34743,34 a 37.6,4
1238,Temperaturas máximas,Peligro,Medio,Gustavo A. Madero,Ciudad de México,188288.8262,2061.999829,30 a 33.9,3
1253,Temperaturas máximas,Peligro,Alto,Iztacalco,Ciudad de México,140479.7236,1689.806738,34 a 37.6,4
1261,Temperaturas máximas,Peligro,Medio,Gustavo A. Madero,Ciudad de México,262380.4121,2636.211013,30 a 33.9,3
1265,Temperaturas máximas,Peligro,Medio,Gustavo A. Madero,Ciudad de México,202102.865,2026.549212,30 a 33.9,3
1289,Temperaturas máximas,Peligro,Alto,Azcapotzalco,Ciudad de México,447261.8834,2974.83269,34 a 37.6,4
1296,Temperaturas máximas,Peligro,Medio,Coyoacán,Ciudad de México,429282.0564,3604.442067,30 a 33.9,3
1320,Temperaturas máximas,Peligro,Alto,Coyoacán,Ciudad de México,164746.4082,1990.395196,34 a 37.6,4
1321,Temperaturas máximas,Peligro,Medio,Gustavo A. Madero,Ciudad de México,469452.4075,3137.012726,30 a 33.9,3
1333,Temperaturas máximas,Peligro,Alto,Gustavo A. Madero,Ciudad de México,386487.6181,2917.691123,34 a 37.6,4
1347,Temperaturas máximas,Peligro,Medio,Azcapotzalco,Ciudad de México,212658.4841,2868.912319,30 a 33.9,3
1350,Temperaturas máximas,Peligro,Alto,Gustavo A. Madero,Ciudad de México,342928.9426,2488.216988,34 a 37.6,4
1366,Temperaturas máximas,Peligro,Medio,Azcapotzalco,Ciudad de México,359022.4282,2941.92036,30 a 33.9,3
1370,Temperaturas máximas,Peligro,Medio,Coyoacán,Ciudad de México,91454.41398,1315.674878,30 a 33.9,3
1375,Temperaturas máximas,Peligro,Medio,Coyoacán,Ciudad de México,323502.8854,2329.772724,30 a 33.9,3
1404,Temperaturas máximas,Peligro,Medio,Gustavo A. Madero,Ciudad de México,162623.4365,1789.577949,30 a 33.9,3
1410,Temperaturas máximas,Peligro,Medio,Azcapotzalco,Ciudad de México,167479.3299,1707.557933,30 a 33.9,3
1423,Temperaturas máximas,Peligro,Alto,Gustavo A. Madero,Ciudad de México,119166.4749,1486.688072,34 a 37.6,4
1428,Temperaturas máximas,Peligro,Alto,Coyoacán,Ciudad de México,116679.6372,1615.209863,34 a 37.6,4
1429,Temperaturas máximas,Peligro,Bajo,Cuajimalpa de Morelos,Ciudad de México,2011397.489,8130.801093,26 a 29.9,2
1431,Temperaturas máximas,Peligro,Medio,Coyoacán,Ciudad de México,64866.53364,1286.897145,30 a 33.9,3
1442,Temperaturas máximas,Peligro,Alto,Gustavo A. Madero,Ciudad de México,221956.5266,1930.163912,34 a 37.6,4
1454,Temperaturas máximas,Peligro,Alto,Coyoacán,Ciudad de México,336662.4495,3451.466792,34 a 37.6,4
1458,Temperaturas máximas,Peligro,Medio,Gustavo A. Madero,Ciudad de México,102667.2888,1338.172442,30 a 33.9,3
1475,Temperaturas máximas,Peligro,Medio,Gustavo A. Madero,Ciudad de México,632386.2981,4327.330366,30 a 33.9,3
1478,Temperaturas máximas,Peligro,Medio,Gustavo A. Madero,Ciudad de México,218502.2541,2363.915899,30 a 33.9,3
1480,Temperaturas máximas,Peligro,Alto,Iztapalapa,Ciudad de México,106573.8535,1765.686072,34 a 37.6,4
1546,Temperaturas máximas,Peligro,Alto,Coyoacán,Ciudad de México,364326.5049,3373.01233,34 a 37.6,4
1564,Temperaturas máximas,Peligro,Alto,Coyoacán,Ciudad de México,381052.1899,2452.50939,34 a 37.6,4
1568,Temperaturas máximas,Peligro,Medio,Azcapotzalco,Ciudad de México,132864.8575,1568.008704,30 a 33.9,3
1608,Temperaturas máximas,Peligro,Alto,Iztapalapa,Ciudad de México,452713.9783,3976.504031,34 a 37.6,4
1613,Temperaturas máximas,Peligro,Medio,La Magdalena Contreras,Ciudad de México,278609.8536,2102.941228,30 a 33.9,3
1,Temperaturas máximas,Peligro,Medio,Xochimilco,Ciudad de México,53528.76018,1358.546344,30 a 33.9,3
6,Temperaturas máximas,Peligro,Alto,Benito Juárez,Ciudad de México,230762.6401,2038.108726,34 a 37.6,4
8,Temperaturas máximas,Peligro,Alto,Benito Juárez,Ciudad de México,152424.9993,1888.240965,34 a 37.6,4
11,Temperaturas máximas,Peligro,Alto,Benito Juárez,Ciudad de México,273658.4776,2334.776117,34 a 37.6,4
34,Temperaturas máximas,Peligro,Medio,Xochimilco,Ciudad de México,867588.1736,6097.284437,30 a 33.9,3
57,Temperaturas máximas,Peligro,Medio,Xochimilco,Ciudad de México,142933.0151,1960.197993,30 a 33.9,3
69,Temperaturas máximas,Peligro,Alto,Benito Juárez,Ciudad de México,157838.9052,1652.635142,34 a 37.6,4
100,Temperaturas máximas,Peligro,Alto,Benito Juárez,Ciudad de México,280199.9002,3236.214951,34 a 37.6,4
105,Temperaturas máximas,Peligro,Medio,Xochimilco,Ciudad de México,831407.6825,5166.32033,30 a 33.9,3
115,Temperaturas máximas,Peligro,Alto,Benito Juárez,Ciudad de México,136063.867,1833.252461,34 a 37.6,4
119,Temperaturas máximas,Peligro,Alto,Benito Juárez,Ciudad de México,210089.0549,2033.865999,34 a 37.6,4
133,Temperaturas máximas,Peligro,Medio,Xochimilco,Ciudad de México,440873.2259,4618.124228,30 a 33.9,3
143,Temperaturas máximas,Peligro,Medio,Xochimilco,Ciudad de México,675147.3345,5147.884092,30 a 33.9,3
189,Temperaturas máximas,Peligro,Medio,Tlalpan,Ciudad de México,158519.8017,2322.406223,30 a 33.9,3
226,Temperaturas máximas,Peligro,Alto,Tláhuac,Ciudad de México,297653.7396,2697.861039,34 a 37.6,4
302,Temperaturas máximas,Peligro,Alto,Tláhuac,Ciudad de México,260430.89,2192.519204,34 a 37.6,4
312,Temperaturas máximas,Peligro,Medio,Xochimilco,Ciudad de México,902452.7848,5946.670188,30 a 33.9,3
326,Temperaturas máximas,Peligro,Alto,Álvaro Obregón,Ciudad de México,43866.42048,863.8405516,34 a 37.6,4
341,Temperaturas máximas,Peligro,Alto,Iztapalapa,Ciudad de México,52460.53251,1412.059233,34 a 37.6,4
356,Temperaturas máximas,Peligro,Medio,Tlalpan,Ciudad de México,47630.6455,886.4717304,30 a 33.9,3
381,Temperaturas máximas,Peligro,Medio,Tláhuac,Ciudad de México,10605.43349,442.2039177,30 a 33.9,3
383,Temperaturas máximas,Peligro,Medio,Tláhuac,Ciudad de México,529313.2268,3225.723334,30 a 33.9,3
1630,Temperaturas máximas,Peligro,Alto,Iztapalapa,Ciudad de México,700689.7089,4001.725455,34 a 37.6,4
1636,Temperaturas máximas,Peligro,Medio,La Magdalena Contreras,Ciudad de México,187938.8357,1907.911452,30 a 33.9,3
1637,Temperaturas máximas,Peligro,Medio,La Magdalena Contreras,Ciudad de México,421067.573,3173.104487,30 a 33.9,3
1645,Temperaturas máximas,Peligro,Alto,Iztapalapa,Ciudad de México,248471.9136,2850.369164,34 a 37.6,4
1684,Temperaturas máximas,Peligro,Medio,La Magdalena Contreras,Ciudad de México,106332.9728,1667.974493,30 a 33.9,3
1720,Temperaturas máximas,Peligro,Alto,Coyoacán,Ciudad de México,335711.2609,3108.03388,34 a 37.6,4
1746,Temperaturas máximas,Peligro,Medio,La Magdalena Contreras,Ciudad de México,453132.6035,3253.787452,30 a 33.9,3
1750,Temperaturas máximas,Peligro,Medio,La Magdalena Contreras,Ciudad de México,475521.366,3764.226814,30 a 33.9,3
1775,Temperaturas máximas,Peligro,Alto,Coyoacán,Ciudad de México,434732.1928,3899.051292,34 a 37.6,4
1798,Temperaturas máximas,Peligro,Medio,Miguel Hidalgo,Ciudad de México,63466.78734,1125.586268,30 a 33.9,3
1816,Temperaturas máximas,Peligro,Alto,Miguel Hidalgo,Ciudad de México,415753.5414,2742.009774,34 a 37.6,4
1827,Temperaturas máximas,Peligro,Alto,Venustiano Carranza,Ciudad de México,51611.60155,1013.973295,34 a 37.6,4
1849,Temperaturas máximas,Peligro,Alto,Venustiano Carranza,Ciudad de México,107232.336,2064.755322,34 a 37.6,4
1856,Temperaturas máximas,Peligro,Alto,Miguel Hidalgo,Ciudad de México,589399.9207,3413.889475,34 a 37.6,4
1860,Temperaturas máximas,Peligro,Alto,Miguel Hidalgo,Ciudad de México,148610.6988,2031.225802,34 a 37.6,4
1866,Temperaturas máximas,Peligro,Medio,Azcapotzalco,Ciudad de México,205556.8624,1960.620997,30 a 33.9,3
1880,Temperaturas máximas,Peligro,Medio,Miguel Hidalgo,Ciudad de México,80567.99279,1181.66754,30 a 33.9,3
1881,Temperaturas máximas,Peligro,Alto,Miguel Hidalgo,Ciudad de México,212301.0422,2115.321269,34 a 37.6,4
1896,Temperaturas máximas,Peligro,Alto,Venustiano Carranza,Ciudad de México,121757.5231,1647.185951,34 a 37.6,4
1900,Temperaturas máximas,Peligro,Alto,Benito Juárez,Ciudad de México,275362.4121,2932.027523,34 a 37.6,4
1903,Temperaturas máximas,Peligro,Alto,Cuauhtémoc,Ciudad de México,179947.4525,1804.388866,34 a 37.6,4
1922,Temperaturas máximas,Peligro,Medio,Miguel Hidalgo,Ciudad de México,481153.589,3963.996356,30 a 33.9,3
1954,Temperaturas máximas,Peligro,Alto,Cuauhtémoc,Ciudad de México,68904.49183,1341.775003,34 a 37.6,4
1975,Temperaturas máximas,Peligro,Alto,Miguel Hidalgo,Ciudad de México,306140.9973,2553.491679,34 a 37.6,4
1983,Temperaturas máximas,Peligro,Alto,Venustiano Carranza,Ciudad de México,183094.5416,1870.59716,34 a 37.6,4
1998,Temperaturas máximas,Peligro,Alto,Cuauhtémoc,Ciudad de México,25179.32663,733.2765065,34 a 37.6,4
2000,Temperaturas máximas,Peligro,Alto,Cuauhtémoc,Ciudad de México,27873.80098,739.8595443,34 a 37.6,4
2029,Temperaturas máximas,Peligro,Alto,Gustavo A. Madero,Ciudad de México,237693.9512,2042.783618,34 a 37.6,4
2038,Temperaturas máximas,Peligro,Alto,Cuauhtémoc,Ciudad de México,356552.386,2372.341201,34 a 37.6,4
2044,Temperaturas máximas,Peligro,Alto,Cuauhtémoc,Ciudad de México,324064.2984,2346.235468,34 a 37.6,4
2062,Temperaturas máximas,Peligro,Alto,Benito Juárez,Ciudad de México,289895.8132,2823.195943,34 a 37.6,4
2067,Temperaturas máximas,Peligro,Alto,Cuauhtémoc,Ciudad de México,386698.5997,2798.327378,34 a 37.6,4
2070,Temperaturas máximas,Peligro,Medio,Cuauhtémoc,Ciudad de México,253316.7552,2090.453844,30 a 33.9,3
2092,Temperaturas máximas,Peligro,Alto,Iztacalco,Ciudad de México,317065.6428,2517.558828,34 a 37.6,4
2095,Temperaturas máximas,Peligro,Alto,Gustavo A. Madero,Ciudad de México,154505.4658,1718.915147,34 a 37.6,4
2096,Temperaturas máximas,Peligro,Alto,Gustavo A. Madero,Ciudad de México,208086.0195,2335.772057,34 a 37.6,4
